0	1
0	4
0	4
0	4
1	4
0	4
0	4
1	1
2	1
3	1
0	4
0	1
1	1
0	4
0	1
0	1
2	1
0	1
1	1
0	1
0	4
0	1
0	1
0	4
1	4
1	1
0	4
0	1
1	4
0	4
0	1
0	1
0	1
0	4
0	4
0	4
1	1
0	4
0	1
0	4
0	4
1	4
0	4
0	1
0	1
0	4
0	4
0	4
0	1
0	4
0	4
0	4
0	4
0	4
0	4
0	1
34	4
0	1
0	1
1	4
8	4
0	4
0	4
0	4
1	4
0	1
0	1
0	1
0	1
0	4
0	1
0	4
1	1
0	4
0	1
0	1
1	1
1	4
0	1
2	4
0	4
0	4
1	4
3	4
0	1
4	4
0	1
1	4
0	4
0	4
1	1
0	4
0	4
0	4
0	1
0	1
0	4
0	1
0	1
11	4
0	1
0	4
6	4
0	4
0	1
3	1
4	4
0	4
0	1
0	1
1	1
1	1
3	4
0	4
0	1
9	4
0	4
0	1
0	1
0	1
1	1
0	4
0	4
0	1
1	1
0	4
1	4
0	4
1	1
0	1
0	1
23	4
24	4
1	1
1	4
3	4
0	1
0	1
0	4
0	1
0	1
1	1
0	1
0	1
1	1
1	1
0	1
0	1
0	4
0	4
1	1
0	1
0	4
2	1
0	1
1	4
0	1
2	4
0	1
8	4
0	1
0	4
0	1
0	1
0	1
1	4
0	1
0	4
0	4
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	1
0	1
5	4
1	4
0	4
8	4
2	1
0	1
2	4
0	1
0	4
0	1
0	1
36	4
0	1
1	1
0	1
0	4
0	1
0	1
1	1
0	1
0	1
0	1
0	1
0	1
0	4
0	4
0	1
0	1
1	1
0	1
1	4
1	1
1	1
0	4
0	4
0	4
0	4
0	1
0	1
0	1
2	4
0	4
0	4
2	1
1	1
23	4
0	1
0	1
2	1
1	4
0	4
0	4
0	1
0	4
1	4
0	4
0	1
0	1
10	4
0	1
0	4
0	4
0	4
0	4
1	1
1	4
1	1
0	1
0	4
1	1
0	4
0	4
0	1
1	1
1	1
0	4
0	4
0	4
0	1
1	1
0	1
0	1
0	4
0	1
0	1
1	4
6	4
0	4
1	4
0	1
0	1
1	1
22	4
0	1
0	1
0	1
0	1
0	1
2	4
0	1
1	1
0	4
0	1
0	1
1	1
0	1
0	4
2	4
0	1
0	1
0	1
15	4
0	1
0	4
0	1
1	4
1	1
1	4
0	1
0	1
0	1
0	4
11	4
0	4
0	1
1	4
1	4
1	4
0	1
0	4
0	4
0	4
71	4
0	4
0	1
1	1
0	1
5	4
0	1
0	4
0	1
0	4
0	4
1	4
0	1
7	4
1	1
0	1
2	4
0	1
21	4
0	1
1	1
0	4
0	4
0	4
0	4
0	4
1	1
0	4
1	1
0	1
0	1
12	4
0	4
0	1
0	1
0	4
0	1
1	1
1	4
1	4
1	4
0	4
0	4
0	4
5	4
6	4
0	4
1	1
0	1
0	1
0	1
0	4
0	1
0	1
0	1
0	4
6	4
0	4
0	4
0	1
0	1
0	1
0	4
0	1
0	4
0	1
0	4
0	1
0	4
0	1
0	1
0	1
0	4
0	1
0	1
0	1
1	4
1	1
1	1
0	1
0	4
0	1
0	4
0	1
0	4
0	4
0	1
0	1
0	1
1	1
0	1
0	4
1	1
0	1
0	4
0	4
0	4
7	4
0	1
1	4
2	1
1	4
0	4
0	1
6	4
1	4
0	1
0	1
2	4
0	1
0	4
0	1
0	4
0	1
0	1
0	4
0	4
0	4
0	1
0	4
0	1
0	1
0	4
1	1
0	4
0	4
0	4
1	1
0	1
1	1
0	1
0	4
0	4
48	4
0	4
0	1
0	4
0	4
0	1
3	4
0	1
9	4
1	1
0	4
0	4
0	4
1	4
1	1
0	1
7	4
0	4
0	1
0	1
0	4
3	4
0	1
0	1
0	4
0	4
0	1
0	1
0	4
0	4
0	1
0	4
0	1
1	1
0	1
0	1
71	4
0	4
0	4
0	1
1	1
0	4
1	4
0	1
0	4
0	4
0	1
1	4
1	4
0	1
0	1
0	4
1	1
8	4
0	4
1	1
1	1
